Año,activa,ag_tech,agricultura_de_precision,bioinsumos,bpa_total,caminos_rurales,capacitacion,certificaciones,cuenta,economia_circular,efic_energ_y_energia_renov,eje_alianza,eje_persona,eje_planeta,eje_prosperidad,geometry,gestion_de_riesgo,id,indic_agro,integ_comunidad,manejo_de_cultivo_int,manejo_ganaderia_integrada,n_explotacion,nutricion_suelo,participacion_grup_asociativo,pasturas_implantadas,plan_pecuario,polinizacion,responsabilidad_social,rotacion_gramineas,sistema_terraza,superficie,superficie_bpa,tecn_pecuaria,tranqueras_abiertas,trazabilidad,centroide_proj,lon,lat,departamen,localidad
2023-01-01,1,Si,Si,No reportado,5,No reportado,No reportado,No reportado,251001248149,No reportado,No reportado,No reportado,No reportado,Si,Si,POINT (4414891.193965836 6538371.412793145),No reportado,bpa2023.9085,No reportado,No reportado,No reportado,No reportado,Monte Cristo,Si,No reportado,No reportado,No reportado,No reportado,No reportado,Si,No reportado,13.590000,13.590000,No reportado,No reportado,Si,POINT (4414891.159703081 6538371.422377011),-63.893862,-31.291103,COLON,BLAS DE ROSALES
2023-01-01,1,Si,Si,No reportado,5,No reportado,No reportado,No reportado,251101249657,No reportado,No reportado,No reportado,No reportado,Si,Si,POINT (4414472.7543922225 6537824.661439892),No reportado,bpa2023.9086,No reportado,No reportado,No reportado,No reportado,Monte Cristo,Si,No reportado,No reportado,No reportado,No reportado,No reportado,Si,No reportado,13.950000,13.080000,No reportado,No reportado,Si,POINT (4414472.729229718 6537824.684283965),-63.898303,-31.296003,COLON,BLAS DE ROSALES
2023-01-01,1,Si,Si,No reportado,5,No reportado,No reportado,No reportado,130326051374,No reportado,No reportado,No reportado,No reportado,Si,Si,POINT (4411420.08791799 6533437.955682718),No reportado,bpa2023.9087,No reportado,No reportado,No reportado,No reportado,Monte Cristo,Si,No reportado,No reportado,No reportado,No reportado,No reportado,Si,No reportado,59.960000,54.000000,No reportado,No reportado,Si,POINT (4411420.066976716 6533437.936420296),-63.930751,-31.335334,COLON,MONTE CRISTO
2023-01-01,1,Si,Si,No reportado,5,No reportado,No reportado,No reportado,251101248219,No reportado,No reportado,No reportado,No reportado,Si,Si,POINT (4414404.047583386 6538193.359427723),No reportado,bpa2023.9090,No reportado,No reportado,No reportado,No reportado,Monte Cristo,Si,No reportado,No reportado,No reportado,No reportado,No reportado,Si,No reportado,17.760000,17.760000,No reportado,No reportado,Si,POINT (4414404.079076994 6538193.395787473),-63.898993,-31.292673,COLON,BLAS DE ROSALES
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064181,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4445148.357816871 6634552.001641126),No reportado,bpa2023.339,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4445148.387064529 6634552.0125402305),-63.570938,-30.425434,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063851,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444564.940723638 6634333.408764538),No reportado,bpa2023.1657,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444564.913835045 6634333.463263167),-63.577022,-30.427379,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063703,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.588436641 6635223.212384709),No reportado,bpa2023.1661,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543577923 6635223.260511055),-63.575844,-30.419358,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064271,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444452.145362283 6633920.524533226),No reportado,bpa2023.1719,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4444452.098515614 6633920.5219896315),-63.578218,-30.431098,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064441,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4443758.848422533 6634077.713521011),No reportado,bpa2023.1720,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.170000,1.170000,No reportado,No reportado,Si,POINT (4443758.883987361 6634077.671704445),-63.585426,-30.429648,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063649,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444564.887980493 6635511.905874308),No reportado,bpa2023.1721,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444564.913935802 6635511.859630383),-63.576960,-30.416749,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063959,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.206126051 6634970.609516258),No reportado,bpa2023.1763,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.173186344 6634970.661279618),-63.574602,-30.421642,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064327,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444212.506725189 6634227.059368557),No reportado,bpa2023.1784,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4444212.4865884865 6634227.101424522),-63.580696,-30.428322,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064149,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444916.944923254 6634279.433259548),No reportado,bpa2023.1785,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444916.962751077 6634279.463399754),-63.573361,-30.427882,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064203,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4445148.407511284 6634351.779370638),No reportado,bpa2023.1786,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4445148.387047598 6634351.813157271),-63.570948,-30.427240,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063941,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.218117481 6635062.849396561),No reportado,bpa2023.1787,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.1731941905 6635062.86099537),-63.574597,-30.420810,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064289,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444358.3549796995 6633944.102497532),No reportado,bpa2023.1788,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4444358.369390272 6633944.074828017),-63.579193,-30.430881,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063843,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.551486163 6634437.621242748),No reportado,bpa2023.1789,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543510883 6634437.662932799),-63.575886,-30.426444,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064335,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444038.664217449 6634384.924910492),No reportado,bpa2023.1790,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4444038.68573055 6634384.964214759),-63.582497,-30.426890,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063746,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.530743553 6635026.869865767),No reportado,bpa2023.1791,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543561165 6635026.86111658),-63.575855,-30.421129,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063797,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444564.903936067 6634830.417631957),No reportado,bpa2023.1793,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444564.913877553 6634830.46173128),-63.576996,-30.422896,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063754,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444564.959012009 6635026.871096033),No reportado,bpa2023.1794,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444564.913894351 6635026.861125807),-63.576985,-30.421124,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064386,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4443933.2440145565 6634408.439403223),No reportado,bpa2023.1796,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4443933.276409856 6634408.475989783),-63.583593,-30.426673,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063720,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444564.872991051 6635119.110508182),No reportado,bpa2023.1797,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444564.913902216 6635119.060841548),-63.576981,-30.420292,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063894,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.195523602 6635616.066219411),No reportado,bpa2023.1798,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.173241297 6635616.059289598),-63.574568,-30.415820,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064122,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4445029.864707782 6634368.031971019),No reportado,bpa2023.1799,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4445029.912412262 6634368.063117169),-63.572181,-30.427088,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064378,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4443839.269833918 6634429.351260354),No reportado,bpa2023.1800,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4443839.254295486 6634429.322494251),-63.584570,-30.426480,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063657,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.560638311 6635511.905062084),No reportado,bpa2023.1801,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543602538 6635511.859621154),-63.575829,-30.416754,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063908,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.183414257 6635523.826409554),No reportado,bpa2023.1805,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.173233444 6635523.859573925),-63.574573,-30.416652,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064459,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4443985.418699711 6634146.400777326),No reportado,bpa2023.1806,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4443985.46203748 6634146.348748792),-63.583064,-30.429039,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064220,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4445148.360665183 6634151.667422343),No reportado,bpa2023.1807,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4445148.387030668 6634151.613774245),-63.570959,-30.429045,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063631,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.511364095 6635616.007147301),No reportado,bpa2023.1808,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543611408 6635616.059299826),-63.575824,-30.415815,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063860,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.5055295415 6634333.407636786),No reportado,bpa2023.1809,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543501974 6634333.463253936),-63.575892,-30.427384,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350506674671,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.146642056 6635247.2177717695),No reportado,bpa2023.1810,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.173209893 6635247.260426833),-63.574588,-30.419147,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064262,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444418.795269216 6634054.61200899),No reportado,bpa2023.1811,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.730000,1.730000,No reportado,No reportado,Si,POINT (4444418.786867112 6634054.599719962),-63.578558,-30.429887,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064114,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444916.976350129 6634368.014753378),No reportado,bpa2023.1845,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444916.962758584 6634368.063126702),-63.573356,-30.427083,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064491,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444184.615129477 6634101.970828584),No reportado,bpa2023.1813,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4444184.568532215 6634101.9376182435),-63.580993,-30.429449,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063916,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.17076181 6635431.697450193),No reportado,bpa2023.1814,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.1732255975 6635431.659858244),-63.574578,-30.417483,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063789,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.569782698 6634830.41692023),No reportado,bpa2023.1815,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.5435444 6634830.461722051),-63.575865,-30.422901,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064173,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4445148.429078676 6634652.113240452),No reportado,bpa2023.1816,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4445148.387072994 6634652.112231696),-63.570932,-30.424531,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063967,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.193591407 6634878.48048654),No reportado,bpa2023.1817,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.173178497 6634878.461563851),-63.574607,-30.422473,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063762,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444564.913952063 6634922.657559049),No reportado,bpa2023.1818,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444564.913885415 6634922.661447047),-63.576991,-30.422064,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064416,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4443784.778354535 6634191.041367789),No reportado,bpa2023.1819,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.150000,1.150000,No reportado,No reportado,Si,POINT (4443784.782010301 6634190.988764753),-63.585150,-30.428627,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350541721534,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4443487.2511877315 6635038.395414609),No reportado,bpa2023.1820,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,170.420000,170.420000,No reportado,No reportado,Si,POINT (4443487.258405716 6635038.341449707),-63.588201,-30.420970,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063690,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.5033775475 6635315.451759123),No reportado,bpa2023.1821,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543585768 6635315.460226769),-63.575840,-30.418526,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063771,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.580720662 6634922.656833599),No reportado,bpa2023.1822,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543552246 6634922.661437817),-63.575860,-30.422069,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063878,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.590225606 6634241.27899988),No reportado,bpa2023.1823,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543494127 6634241.263538082),-63.575896,-30.428215,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350506655171,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444564.88956592 6634437.621896315),No reportado,bpa2023.1824,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444564.913843971 6634437.662942025),-63.577017,-30.426439,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063991,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.193268504 6634594.776410487),No reportado,bpa2023.1825,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.173154366 6634594.762438366),-63.574622,-30.425032,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064483,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4443960.160436932 6634032.855174807),No reportado,bpa2023.1826,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4443960.156400697 6634032.89708906),-63.583333,-30.430062,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064424,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4443880.096742689 6634169.915224615),No reportado,bpa2023.1827,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4443880.052716748 6634169.860523847),-63.584159,-30.428822,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064301,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444331.452479351 6634319.687549666),No reportado,bpa2023.1828,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4444331.489399191 6634319.653728728),-63.579453,-30.427492,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063819,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.5231654905 6634726.314233173),No reportado,bpa2023.1829,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.54353549 6634726.262043252),-63.575871,-30.423840,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064211,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4445148.432392204 6634251.668214647),No reportado,bpa2023.1830,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4445148.3870391315 6634251.713465767),-63.570953,-30.428143,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063738,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444673.541723202 6635119.109754126),No reportado,bpa2023.1831,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444673.543569011 6635119.0608323235),-63.575850,-30.420297,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063983,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444797.717752767 6634695.349069083),No reportado,bpa2023.1832,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.010000,1.010000,No reportado,No reportado,Si,POINT (4444797.7148252595 6634695.396455308),-63.574580,-30.424125,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535063924,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444794.158692037 6635339.457616854),No reportado,bpa2023.1833,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.000000,1.000000,No reportado,No reportado,Si,POINT (4444794.173217747 6635339.4601425445),-63.574583,-30.418315,TULUMBA,LAS ARRIAS
2023-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,350535064351,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4444107.088454756 6634250.5755241),No reportado,bpa2023.1834,No reportado,No reportado,No reportado,No reportado,La Coquita,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,1.120000,1.120000,No reportado,No reportado,Si,POINT (4444107.077267764 6634250.613199527),-63.581792,-30.428105,TULUMBA,LAS ARRIAS
