Año,activa,ag_tech,agricultura_de_precision,bioinsumos,bpa_total,caminos_rurales,capacitacion,certificaciones,cuenta,economia_circular,efic_energ_y_energia_renov,eje_alianza,eje_persona,eje_planeta,eje_prosperidad,geometry,gestion_de_riesgo,id,indic_agro,integ_comunidad,manejo_de_cultivo_int,manejo_ganaderia_integrada,n_explotacion,nutricion_suelo,participacion_grup_asociativo,pasturas_implantadas,plan_pecuario,polinizacion,responsabilidad_social,rotacion_gramineas,sistema_terraza,superficie,superficie_bpa,tecn_pecuaria,tranqueras_abiertas,trazabilidad,centroide_proj,lon,lat,index_right,localidad
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003661,No reportado,No reportado,No reportado,si,si,si,POINT (4401795.517487786 6572141.617156163),No reportado,bpa2020.10648,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,13.640000,13.640000,No reportado,No reportado,No reportado,POINT (4401795.472736557 6572141.566533524),-64.028092,-30.985534,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235005116,No reportado,No reportado,No reportado,si,si,si,POINT (4403124.630648279 6568376.560373517),No reportado,bpa2020.10649,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.000000,10.000000,No reportado,No reportado,No reportado,POINT (4403124.646417285 6568376.509372834),-64.014539,-31.019598,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235005060,No reportado,No reportado,No reportado,si,si,si,POINT (4403595.433587381 6568482.862564206),No reportado,bpa2020.10651,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,9.970000,9.970000,No reportado,No reportado,No reportado,POINT (4403595.464675605 6568482.861560794),-64.009599,-31.018678,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235005043,No reportado,No reportado,No reportado,si,si,si,POINT (4403228.126804186 6568840.347433712),No reportado,bpa2020.10656,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,9.970000,9.970000,No reportado,No reportado,No reportado,POINT (4403228.08181619 6568840.30423255),-64.013411,-31.015424,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003741,No reportado,No reportado,No reportado,si,si,si,POINT (4402129.356002423 6571047.801003514),No reportado,bpa2020.10664,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402129.313355437 6571047.844816358),-64.024703,-30.995426,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003229,No reportado,No reportado,No reportado,si,si,si,POINT (4398913.503957634 6572223.93593834),No reportado,bpa2020.10668,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,9.420000,9.420000,No reportado,No reportado,No reportado,POINT (4398913.499668838 6572223.881590699),-64.058251,-30.984548,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003229,No reportado,No reportado,No reportado,si,si,si,POINT (4398913.503957634 6572223.93593834),No reportado,bpa2020.10668,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,9.420000,9.420000,No reportado,No reportado,No reportado,POINT (4398913.499668838 6572223.881590699),-64.058251,-30.984548,27,JESUS MARIA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003229,No reportado,No reportado,No reportado,si,si,si,POINT (4398913.503957634 6572223.93593834),No reportado,bpa2020.10668,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,9.420000,9.420000,No reportado,No reportado,No reportado,POINT (4398913.499668838 6572223.881590699),-64.058251,-30.984548,344,SINSACATE
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235004292,No reportado,No reportado,No reportado,si,si,si,POINT (4402601.010830581 6571156.701361486),No reportado,bpa2020.10683,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402601.047221041 6571156.72497936),-64.019755,-30.994483,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235004462,No reportado,No reportado,No reportado,si,si,si,POINT (4401750.352349368 6570279.512989168),No reportado,bpa2020.10686,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401750.380711445 6570279.534145765),-64.028745,-31.002323,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003261,No reportado,No reportado,No reportado,si,si,si,POINT (4398175.04817847 6572229.861845401),No reportado,bpa2020.10688,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4398175.081236903 6572229.905416681),-64.065980,-30.984431,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003261,No reportado,No reportado,No reportado,si,si,si,POINT (4398175.04817847 6572229.861845401),No reportado,bpa2020.10688,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4398175.081236903 6572229.905416681),-64.065980,-30.984431,27,JESUS MARIA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003261,No reportado,No reportado,No reportado,si,si,si,POINT (4398175.04817847 6572229.861845401),No reportado,bpa2020.10688,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4398175.081236903 6572229.905416681),-64.065980,-30.984431,344,SINSACATE
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235004306,No reportado,No reportado,No reportado,si,si,si,POINT (4402317.212986313 6570865.01349739),No reportado,bpa2020.10716,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402317.228771213 6570865.013781072),-64.022754,-30.997090,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235005019,No reportado,No reportado,No reportado,si,si,si,POINT (4403877.212526648 6568772.393132074),No reportado,bpa2020.10737,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,9.970000,9.970000,No reportado,No reportado,No reportado,POINT (4403877.190824687 6568772.422274426),-64.006621,-31.016090,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003733,No reportado,No reportado,No reportado,si,si,si,POINT (4401950.93823458 6571221.468828355),No reportado,bpa2020.10718,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401950.914137935 6571221.417130866),-64.026554,-30.993845,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003709,No reportado,No reportado,No reportado,si,si,si,POINT (4401389.527908502 6571767.605839449),No reportado,bpa2020.10726,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401389.497640349 6571767.641381501),-64.032378,-30.988873,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003342,No reportado,No reportado,No reportado,si,si,si,POINT (4398547.5922168605 6571464.191236692),No reportado,bpa2020.10730,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,8.280000,8.280000,No reportado,No reportado,No reportado,POINT (4398547.639224651 6571464.191693188),-64.062157,-30.991368,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003342,No reportado,No reportado,No reportado,si,si,si,POINT (4398547.5922168605 6571464.191236692),No reportado,bpa2020.10730,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,8.280000,8.280000,No reportado,No reportado,No reportado,POINT (4398547.639224651 6571464.191693188),-64.062157,-30.991368,27,JESUS MARIA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003768,No reportado,No reportado,No reportado,si,si,si,POINT (4401669.142138256 6570931.888462758),No reportado,bpa2020.10735,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401669.187988991 6570931.856419129),-64.029532,-30.996433,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003385,No reportado,No reportado,No reportado,si,si,si,POINT (4397326.27462559 6571609.5912218895),No reportado,bpa2020.10746,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.830000,10.830000,No reportado,No reportado,No reportado,POINT (4397326.301075071 6571609.591602282),-64.074927,-30.989951,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003385,No reportado,No reportado,No reportado,si,si,si,POINT (4397326.27462559 6571609.5912218895),No reportado,bpa2020.10746,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.830000,10.830000,No reportado,No reportado,No reportado,POINT (4397326.301075071 6571609.591602282),-64.074927,-30.989951,27,JESUS MARIA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003385,No reportado,No reportado,No reportado,si,si,si,POINT (4397326.27462559 6571609.5912218895),No reportado,bpa2020.10746,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.830000,10.830000,No reportado,No reportado,No reportado,POINT (4397326.301075071 6571609.591602282),-64.074927,-30.989951,344,SINSACATE
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235004403,No reportado,No reportado,No reportado,si,si,si,POINT (4402947.5221272 6569677.867308995),No reportado,bpa2020.10747,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402947.546781991 6569677.843774085),-64.016269,-31.007848,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003270,No reportado,No reportado,No reportado,si,si,si,POINT (4397235.682859711 6572235.015924677),No reportado,bpa2020.10749,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,11.050000,11.050000,No reportado,No reportado,No reportado,POINT (4397235.679125989 6572235.044207819),-64.075812,-30.984303,22,COLONIA CAROYA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003270,No reportado,No reportado,No reportado,si,si,si,POINT (4397235.682859711 6572235.015924677),No reportado,bpa2020.10749,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,11.050000,11.050000,No reportado,No reportado,No reportado,POINT (4397235.679125989 6572235.044207819),-64.075812,-30.984303,27,JESUS MARIA
2020-01-01,0,si,si,No reportado,7,No reportado,si,No reportado,130235003270,No reportado,No reportado,No reportado,si,si,si,POINT (4397235.682859711 6572235.015924677),No reportado,bpa2020.10749,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,11.050000,11.050000,No reportado,No reportado,No reportado,POINT (4397235.679125989 6572235.044207819),-64.075812,-30.984303,344,SINSACATE
